Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
1050,Seranthony Domínguez,29,PHI,NL,38,0,0,36.0,5,3,2,0,0,1.000,,,-2,-11,1.25,1.35,0.13,1.34,,,,,,,1,,dominse01
1051,Seranthony Domínguez,29,BAL,AL,25,0,0,22.2,6,3,3,0,0,1.000,,,1,9,2.38,1.31,0.24,1.29,,,,,,,1,,dominse01
1052,Jorge Alcala,28,MIN,AL,54,0,0,58.1,10,4,6,0,0,1.000,,,-2,-7,1.54,1.31,0.19,1.29,,,,,,,1,,alcaljo01
1053,Chris Stratton,33,KCR,AL,57,0,0,58.1,12,2,10,0,1,1.000,,,3,10,1.85,1.31,0.21,1.29,,,,,,,1,,stratch01
1054,Chase Anderson,36,2TM,AL,29,1,0,58.1,7,5,2,0,0,1.000,,,-1,-3,1.08,1.31,0.24,1.29,,,,,,,1,,anderch01
1055,Chase Anderson,36,BOS,AL,27,1,0,52.0,5,4,1,0,0,1.000,,,-1,-4,0.87,1.32,0.19,1.29,,,,,,,1,,anderch01
1056,Chase Anderson,36,TEX,AL,2,0,0,6.1,2,1,1,0,0,1.000,,,0,0,2.84,1.28,1.00,1.30,,,,,,,/1,,anderch01
1057,Mike Baumann,28,5TM,2LG,57,0,0,58.1,12,7,3,2,0,.833,,,-2,-7,1.54,1.34,0.18,1.30,,,,,,,1,,baumami01
1058,Mike Baumann,28,3TM,AL,45,0,0,44.0,9,5,2,2,0,.778,,,-2,-9,1.43,1.33,0.16,1.29,,,,,,,1,,baumami01
1059,Mike Baumann,28,2TM,NL,12,0,0,14.1,3,2,1,0,0,1.000,,,0,0,1.88,1.38,0.25,1.33,,,,,,,1,,baumami01
1060,Mike Baumann,28,BAL,AL,17,0,0,18.1,5,2,2,1,0,.800,,,0,0,1.96,1.33,0.24,1.29,,,,,,,1,,baumami01
1061,Mike Baumann,28,SEA,AL,18,0,0,16.1,2,1,0,1,0,.500,,,-1,-12,0.55,1.32,0.06,1.29,,,,,,,1,,baumami01
1062,Mike Baumann,28,SFG,NL,1,0,0,0.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,baumami01
1063,Mike Baumann,28,LAA,AL,10,0,0,9.1,2,2,0,0,0,1.000,,,-1,-21,1.93,1.35,0.20,1.29,,,,,,,1,,baumami01
1064,Mike Baumann,28,MIA,NL,11,0,0,13.2,3,2,1,0,0,1.000,,,0,0,1.98,1.38,0.27,1.34,,,,,,,1,,baumami01
1065,Mark Leiter Jr.,33,2TM,2LG,60,0,0,58.0,6,1,4,1,0,.833,,,0,0,0.78,1.35,0.08,1.32,,,,,,,1,,leitema02
1066,Mark Leiter Jr.,33,CHC,NL,39,0,0,36.1,3,1,2,0,0,1.000,,,-1,-6,0.74,1.36,0.08,1.34,,,,,,,1,,leitema02
1067,Mark Leiter Jr.,33,NYY,AL,21,0,0,21.2,3,0,2,1,0,.667,,,1,9,0.83,1.33,0.10,1.29,,,,,,,1,,leitema02
1068,David Bednar,29,PIT,NL,62,0,0,57.2,6,4,2,0,0,1.000,,,-3,-10,0.94,1.36,0.10,1.34,,,,,,,1,,bednada01
1069,Nick Sandlin,27,CLE,AL,68,1,0,57.2,10,1,9,0,1,1.000,,,2,7,1.56,1.31,0.15,1.29,,,,,,,1,,sandlni01
1070,Nick Mears,27,2TM,NL,54,0,0,57.2,4,0,4,0,0,1.000,,,-1,-3,0.62,1.36,0.07,1.34,,,,,,,1,,mearsni01
1071,Nick Mears,27,COL,NL,41,0,0,45.1,3,0,3,0,0,1.000,,,-1,-4,0.60,1.35,0.07,1.34,,,,,,,1,,mearsni01
1072,Nick Mears,27,MIL,NL,13,0,0,12.1,1,0,1,0,0,1.000,,,0,0,0.73,1.39,0.08,1.34,,,,,,,1,,mearsni01
1073,Alex Faedo,28,DET,AL,37,6,0,57.1,8,3,4,1,1,.875,,,1,3,1.10,1.30,0.19,1.29,,,,,,,1,,faedoal01
1074,Reed Garrett,31,NYM,NL,53,0,0,57.1,9,1,7,1,0,.889,,,1,3,1.26,1.37,0.15,1.34,,,,,,,1,,garrere01
1075,Max Meyer,25,MIA,NL,11,11,0,57.0,13,8,4,1,0,.923,,,0,0,1.89,1.36,1.09,1.34,,,,,,,1,,meyerma01
1076,Zack Kelly,29,BOS,AL,49,3,0,56.2,18,9,9,0,0,1.000,,,1,4,2.86,1.32,0.37,1.29,,,,,,,1,,kellyza01
1077,James McArthur,27,KCR,AL,57,0,0,56.2,14,4,9,1,0,.929,,,3,11,2.06,1.32,0.23,1.29,,,,,,,1,,mcartja01
1078,T.J. McFarland,35,OAK,AL,79,0,0,56.2,18,9,9,0,1,1.000,,,0,0,2.86,1.32,0.23,1.29,,,,,,,1,,mcfartj01
1079,Ryan Pressly,35,HOU,AL,59,0,0,56.2,11,5,6,0,1,1.000,,,0,0,1.75,1.32,0.19,1.29,,,,,,,1,,pressry01
1080,Jacob Webb,30,BAL,AL,60,0,0,56.2,8,2,6,0,0,1.000,,,0,0,1.27,1.32,0.13,1.29,,,,,,,1,,webbja01
1081,Alexis Díaz,27,CIN,NL,60,0,0,56.1,6,4,2,0,1,1.000,,,0,0,0.96,1.36,0.10,1.34,,,,,,,1,,diazal03
1082,Pierce Johnson,33,ATL,NL,58,0,0,56.1,11,2,9,0,1,1.000,,,1,4,1.76,1.36,0.19,1.34,,,,,,,1,,johnspi01
1083,Andrew Chafin,34,2TM,AL,62,0,0,56.1,5,3,2,0,0,1.000,,,0,0,0.80,1.31,0.08,1.29,,,,,,,1,,chafian01
1084,Andrew Chafin,34,DET,AL,41,0,0,37.0,3,3,0,0,0,1.000,,,0,0,0.73,1.31,0.07,1.29,,,,,,,1,,chafian01
1085,Andrew Chafin,34,TEX,AL,21,0,0,19.1,2,0,2,0,0,1.000,,,0,0,0.93,1.30,0.10,1.29,,,,,,,1,,chafian01
1086,Burch Smith,34,2TM,2LG,50,0,0,56.1,8,1,7,0,0,1.000,,,0,0,1.28,1.34,0.16,1.32,,,,,,,1,,smithbu03
1087,Burch Smith,34,MIA,NL,25,0,0,29.2,6,0,6,0,0,1.000,,,0,0,1.82,1.37,0.24,1.34,,,,,,,1,,smithbu03
1088,Burch Smith,34,BAL,AL,25,0,0,26.2,2,1,1,0,0,1.000,,,0,0,0.68,1.32,0.08,1.29,,,,,,,1,,smithbu03
1089,Bobby Miller,25,LAD,NL,13,13,0,56.0,4,2,2,0,0,1.000,,,0,0,0.64,1.37,0.31,1.34,,,,,,,1,,millebo06
1090,Adam Ottavino,38,NYM,NL,60,0,0,56.0,11,9,2,0,0,1.000,,,-3,-11,1.77,1.37,0.18,1.34,,,,,,,1,,ottavad01
1091,Shelby Miller,33,DET,AL,51,0,0,55.2,2,2,0,0,0,1.000,,,-1,-4,0.32,1.31,0.04,1.29,,,,,,,1,,millesh01
1092,Ben Brown,24,CHC,NL,15,8,0,55.1,5,4,1,0,0,1.000,,,-1,-4,0.81,1.37,0.33,1.34,,,,,,,1,,brownbe02
1093,Aaron Bummer,30,ATL,NL,56,0,0,55.1,12,1,10,1,0,.917,,,-4,-14,1.79,1.37,0.20,1.34,,,,,,,1,,bummeaa01
1094,Justin Slaten,26,BOS,AL,44,0,0,55.1,4,2,2,0,0,1.000,,,0,0,0.65,1.30,0.09,1.29,,,,,,,1,,slateju01
1095,Keaton Winn,26,SFG,NL,12,12,0,55.1,11,7,4,0,0,1.000,,,1,4,1.79,1.37,0.92,1.34,,,,,,,1,,winnke01
1096,John Brebbia,34,2TM,2LG,59,0,0,55.1,4,0,4,0,0,1.000,,,-1,-4,0.65,1.32,0.07,1.29,,,,,,,1,,brebbjo01
1097,John Brebbia,34,CHW,AL,54,0,0,48.2,3,0,3,0,0,1.000,,,-1,-4,0.55,1.31,0.06,1.29,,,,,,,1,,brebbjo01
1098,John Brebbia,34,ATL,NL,5,0,0,6.2,1,0,1,0,0,1.000,,,0,0,1.35,1.35,0.20,1.34,,,,,,,/1,,brebbjo01
1099,Ryne Stanek,32,2TM,2LG,63,0,0,55.1,6,5,1,0,0,1.000,,,0,0,0.98,1.33,0.10,1.30,,,,,,,1,,stanery01
1100,Ryne Stanek,32,SEA,AL,46,0,0,39.0,4,3,1,0,0,1.000,,,0,0,0.92,1.32,0.09,1.29,,,,,,,1,,stanery01
1101,Ryne Stanek,32,NYM,NL,17,0,0,16.1,2,2,0,0,0,1.000,,,0,0,1.10,1.38,0.12,1.34,,,,,,,1,,stanery01
1102,Scott Barlow,31,CLE,AL,63,0,0,55.0,9,4,5,0,0,1.000,,,-2,-7,1.47,1.31,0.14,1.29,,,,,,,1,,barlosc01
1103,Owen Miller,27,MIL,NL,11,7,3,55.0,57,51,6,0,6,1.000,0,-4,-1,-22,9.33,7.18,4.38,6.58,,,,,,,/3H415D,,milleow01
1104,Carlos Estévez,31,2TM,2LG,54,0,0,55.0,6,1,4,1,0,.833,,,0,0,0.82,1.33,0.09,1.31,,,,,,,1,,estevca01
1105,Carlos Estévez,31,LAA,AL,34,0,0,34.0,2,0,2,0,0,1.000,,,0,0,0.53,1.30,0.06,1.29,,,,,,,1,,estevca01
1106,Carlos Estévez,31,PHI,NL,20,0,0,21.0,4,1,2,1,0,.750,,,0,0,1.29,1.37,0.15,1.34,,,,,,,1,,estevca01
1107,Kenley Jansen,36,BOS,AL,54,0,0,54.2,2,1,1,0,0,1.000,,,-1,-4,0.33,1.32,0.04,1.29,,,,,,,1,,janseke01
1108,Pedro León,26,HOU,AL,6,6,6,54.2,7,7,0,0,0,1.000,-2,-50,0,0,1.15,2.27,1.17,2.23,,,,,,,/9H,,leonpe01
1109,Kyle Nicolas,25,PIT,NL,51,0,0,54.2,5,2,3,0,1,1.000,,,1,4,0.82,1.37,0.10,1.34,,,,,,,1,,nicolky01
1110,Evan Phillips,29,LAD,NL,61,0,0,54.2,9,4,4,1,0,.889,,,-1,-4,1.32,1.37,0.13,1.34,,,,,,,1,,phillev01
1111,Jhoan Duran,26,MIN,AL,58,0,0,54.1,20,8,11,1,0,.950,,,0,0,3.15,1.31,0.33,1.29,,,,,,,1,,duranjh01
1112,Spencer Turnbull,31,PHI,NL,17,7,0,54.1,10,7,3,0,0,1.000,,,-2,-7,1.66,1.36,0.59,1.34,,,,,,,1,,turnbsp01
1113,Caleb Ferguson,27,2TM,AL,62,0,0,54.1,7,4,3,0,0,1.000,,,-1,-4,1.16,1.31,0.11,1.29,,,,,,,1,,ferguca01
1114,Caleb Ferguson,27,NYY,AL,42,0,0,33.1,3,2,1,0,0,1.000,,,-1,-6,0.81,1.30,0.07,1.29,,,,,,,1,,ferguca01
1115,Caleb Ferguson,27,HOU,AL,20,0,0,21.0,4,2,2,0,0,1.000,,,0,0,1.71,1.33,0.20,1.29,,,,,,,1,,ferguca01
1116,Charles Leblanc,28,LAA,AL,10,6,3,54.0,30,17,12,1,3,.967,-1,-27,-1,-22,4.83,3.92,2.64,3.96,,,,,,,/543D,,leblach01
1117,Edwin Díaz,30,NYM,NL,54,0,0,53.2,5,1,3,1,0,.800,,,-5,-19,0.67,1.36,0.07,1.34,,,,,,,1,,diazed04
1118,Calvin Faucher,28,MIA,NL,53,0,0,53.2,6,0,6,0,0,1.000,,,0,0,1.01,1.36,0.11,1.34,,,,,,,1,,fauchca01
1119,Billy McKinney,29,PIT,NL,10,6,3,53.2,9,8,1,0,0,1.000,-2,-34,1,22,1.51,2.21,0.90,2.18,,,,,,,/79H8,,mckinbi01
1120,Cionel Pérez,28,BAL,AL,62,0,0,53.2,14,4,10,0,0,1.000,,,0,0,2.35,1.31,0.23,1.29,,,,,,,1,,perezci01
1121,Angel Zerpa,24,KCR,AL,60,0,0,53.2,13,3,8,2,0,.846,,,1,4,1.84,1.31,0.18,1.29,,,,,,,1,,zerpaan01
1122,Bryan Hoeing,27,2TM,NL,34,2,0,53.2,11,3,7,1,2,.909,,,-2,-7,1.68,1.36,0.29,1.34,,,,,,,1,,hoeinbr01
1123,Bryan Hoeing,27,MIA,NL,16,2,0,30.0,4,2,1,1,0,.750,,,-2,-13,0.90,1.35,0.19,1.34,,,,,,,1,,hoeinbr01
1124,Bryan Hoeing,27,SDP,NL,18,0,0,23.2,7,1,6,0,2,1.000,,,0,0,2.66,1.37,0.39,1.34,,,,,,,1,,hoeinbr01
1125,Justin Anderson,31,CHW,AL,56,0,0,53.1,5,1,4,0,0,1.000,,,-1,-4,0.84,1.32,0.09,1.29,,,,,,,1,,anderju01
1126,Chad Green,33,TOR,AL,53,0,0,53.1,5,2,3,0,0,1.000,,,0,0,0.84,1.32,0.09,1.29,,,,,,,1,,greench03
1127,Chad Kuhl,31,CHW,AL,31,1,0,53.1,9,6,3,0,1,1.000,,,1,4,1.52,1.32,0.29,1.29,,,,,,,1,,kuhlch01
1128,Anthony Bender,29,MIA,NL,59,0,0,53.0,6,4,2,0,0,1.000,,,-1,-4,1.02,1.36,0.10,1.34,,,,,,,1,,bendean01
1129,Luke Jackson,32,2TM,NL,52,0,0,53.0,5,2,2,1,0,.800,,,-2,-8,0.68,1.36,0.08,1.34,,,,,,,1,,jackslu01
1130,Luke Jackson,32,SFG,NL,36,0,0,35.0,4,1,2,1,0,.750,,,-1,-6,0.77,1.36,0.08,1.34,,,,,,,1,,jackslu01
1131,Luke Jackson,32,ATL,NL,16,0,0,18.0,1,1,0,0,0,1.000,,,-1,-11,0.50,1.35,0.06,1.34,,,,,,,1,,jackslu01
1132,Jorge López,31,2TM,NL,52,0,0,53.0,8,2,3,3,0,.625,,,-3,-11,0.85,1.36,0.10,1.34,,,,,,,1,,lopezjo02
1133,Jorge López,31,NYM,NL,28,0,0,26.1,3,1,0,2,0,.333,,,-2,-15,0.34,1.37,0.04,1.34,,,,,,,1,,lopezjo02
1134,Jorge López,31,CHC,NL,24,0,0,26.2,5,1,3,1,0,.800,,,-1,-8,1.35,1.35,0.17,1.34,,,,,,,1,,lopezjo02
1135,Gregory Soto,29,2TM,2LG,66,0,0,53.0,10,3,7,0,0,1.000,,,-1,-4,1.70,1.34,0.15,1.32,,,,,,,1,,sotogr01
1136,Gregory Soto,29,PHI,NL,43,0,0,35.1,5,2,3,0,0,1.000,,,-1,-6,1.27,1.35,0.12,1.34,,,,,,,1,,sotogr01
1137,Gregory Soto,29,BAL,AL,23,0,0,17.2,5,1,4,0,0,1.000,,,0,0,2.55,1.32,0.22,1.29,,,,,,,1,,sotogr01
1138,Seth Martinez,29,HOU,AL,44,0,0,52.2,10,5,5,0,0,1.000,,,1,4,1.71,1.32,0.23,1.29,,,,,,,1,,martise01
1139,Craig Kimbrel,36,BAL,AL,57,0,0,52.1,6,3,2,1,0,.833,,,-2,-8,0.86,1.31,0.09,1.29,,,,,,,1,,kimbrcr01
1140,Randy Rodríguez,24,SFG,NL,35,1,0,52.1,8,2,6,0,0,1.000,,,1,4,1.38,1.36,0.23,1.34,,,,,,,1,,rodrira02
1141,José Suarez,26,LAA,AL,22,3,0,52.1,3,0,3,0,0,1.000,,,0,0,0.52,1.31,0.14,1.29,,,,,,,1,,suarejo01
1142,Bubba Thompson,26,CIN,NL,11,5,4,52.0,15,15,0,0,0,1.000,0,-9,-1,-23,2.60,2.22,1.36,2.18,,,,,,,8/HD,,thompbu01
1143,John Schreiber,30,KCR,AL,59,0,0,51.2,11,6,4,1,0,.909,,,-1,-4,1.74,1.31,0.17,1.29,,,,,,,1,,schrejo01
1144,Huascar Brazobán,34,2TM,NL,39,0,0,51.2,12,8,3,1,0,.917,,,-1,-4,1.92,1.36,0.28,1.34,,,,,,,1,,brazohu01
1145,Huascar Brazobán,34,MIA,NL,20,0,0,30.2,8,5,3,0,0,1.000,,,0,0,2.35,1.35,0.40,1.34,,,,,,,1,,brazohu01
1146,Huascar Brazobán,34,NYM,NL,19,0,0,21.0,4,3,0,1,0,.750,,,-1,-10,1.29,1.37,0.16,1.34,,,,,,,1,,brazohu01
1147,Tyler Ferguson,30,OAK,AL,48,0,0,51.1,2,0,2,0,0,1.000,,,1,4,0.35,1.31,0.04,1.29,,,,,,,1,,ferguty01
1148,Colin Holderman,28,PIT,NL,55,0,0,51.1,9,5,4,0,0,1.000,,,-1,-4,1.58,1.37,0.16,1.34,,,,,,,1,,holdeco01
1149,Elvis Peguero,27,MIL,NL,52,0,0,51.1,7,1,5,1,1,.857,,,-1,-4,1.05,1.37,0.12,1.34,,,,,,,1,,pegueel01
1150,Brennan Bernardino,32,BOS,AL,57,3,0,51.0,13,5,6,2,0,.846,,,2,8,1.94,1.31,0.19,1.29,,,,,,,1,,bernabr01
1151,Michael Grove,27,LAD,NL,39,2,0,51.0,7,3,4,0,0,1.000,,,1,4,1.24,1.36,0.18,1.34,,,,,,,1,,grovemi01
1152,Tanner Rainey,31,WSN,NL,50,0,0,51.0,6,4,2,0,0,1.000,,,-1,-4,1.06,1.36,0.12,1.34,,,,,,,1,,raineta01
1153,José Ruiz,29,PHI,NL,52,0,0,51.0,3,1,2,0,0,1.000,,,-1,-4,0.53,1.36,0.06,1.34,,,,,,,1,,ruizjo01
1154,Carmen Mlodzinski,25,PIT,NL,40,4,0,50.2,9,8,1,0,0,1.000,,,-1,-4,1.60,1.37,0.23,1.34,,,,,,,1,,mlodzca01
1155,Hunter Harvey,29,2TM,2LG,49,0,0,50.2,7,6,1,0,0,1.000,,,-4,-16,1.24,1.35,0.14,1.33,,,,,,,1,,harvehu01
1156,Hunter Harvey,29,WSN,NL,43,0,0,45.0,6,5,1,0,0,1.000,,,-3,-13,1.20,1.36,0.14,1.34,,,,,,,1,,harvehu01
1157,Hunter Harvey,29,KCR,AL,6,0,0,5.2,1,1,0,0,0,1.000,,,-1,-35,1.59,1.27,0.17,1.28,,,,,,,/1,,harvehu01
1158,Landen Roupp,25,SFG,NL,23,4,0,50.1,11,3,8,0,0,1.000,,,2,8,1.97,1.36,0.48,1.34,,,,,,,1,,rouppla01
1159,Davis Martin,27,CHW,AL,11,10,0,50.0,13,4,8,1,0,.923,,,2,8,2.16,1.31,1.09,1.29,,,,,,,1,,martida03
1160,Rafael Ortega,33,CHW,AL,12,4,4,50.0,18,18,0,0,0,1.000,2,58,-1,-24,3.24,2.27,1.50,2.24,,,,,,,8/H9D,,ortegra01
1161,Jace Peterson,34,ARI,NL,10,5,3,50.0,20,7,13,0,3,1.000,-3,-82,-3,-72,3.60,3.71,2.00,3.78,,,,,,,/H64D5,,peterja01
1162,Eduardo Rodríguez,31,ARI,NL,10,10,0,50.0,5,0,4,1,0,.800,,,-1,-4,0.72,1.37,0.40,1.34,,,,,,,1,,rodried05
1163,Anthony Banda,30,LAD,NL,48,2,0,49.2,8,1,7,0,0,1.000,,,0,0,1.45,1.36,0.17,1.34,,,,,,,1,,bandaan01
1164,Bryce Elder,25,ATL,NL,10,10,0,49.2,9,6,3,0,2,1.000,,,-2,-8,1.63,1.36,0.90,1.34,,,,,,,1,,elderbr01
1165,Andrew Nardi,25,MIA,NL,59,0,0,49.2,4,0,4,0,0,1.000,,,0,0,0.72,1.36,0.07,1.34,,,,,,,1,,nardian01
1166,Louis Varland,26,MIN,AL,16,7,0,49.2,7,2,4,1,0,.857,,,2,8,1.09,1.30,0.38,1.29,,,,,,,1,,varlalo01
1167,Quinn Priester,23,2TM,2LG,11,7,0,49.2,13,7,4,2,0,.846,,,-1,-4,1.99,1.36,1.00,1.34,,,,,,,1,,priesqu01
1168,Quinn Priester,23,PIT,NL,10,6,0,44.2,10,4,4,2,0,.800,,,-1,-4,1.61,1.37,0.80,1.34,,,,,,,1,,priesqu01
1169,Quinn Priester,23,BOS,AL,1,1,0,5.0,3,3,0,0,0,1.000,,,0,0,5.40,1.26,3.00,1.30,,,,,,,/1,,priesqu01
1170,Kyle Muller,26,OAK,AL,21,0,0,49.1,10,5,4,1,0,.900,,,0,0,1.64,1.31,0.43,1.29,,,,,,,1,,mulleky01
1171,Lucas Sims,30,2TM,2LG,58,0,0,49.1,9,4,5,0,1,1.000,,,0,0,1.64,1.33,0.16,1.33,,,,,,,1,,simslu01
1172,Lucas Sims,30,CIN,NL,43,0,0,35.1,6,3,3,0,1,1.000,,,0,0,1.53,1.35,0.14,1.34,,,,,,,1,,simslu01
1173,Lucas Sims,30,BOS,AL,15,0,0,14.0,3,1,2,0,0,1.000,,,0,0,1.93,1.29,0.20,1.29,,,,,,,1,,simslu01
1174,Austin Wynns,33,CIN,NL,6,6,4,49.0,50,44,6,0,0,1.000,1,24,2,49,9.18,9.06,8.33,8.93,0,2,8,4,33.3,1,/2H,,wynnsau01
1175,Buddy Kennedy,25,2TM,2LG,10,4,4,49.0,24,9,15,0,3,1.000,0,10,1,24,4.41,3.54,2.40,3.37,,,,,,,/H45D,,kennebu01
1176,Buddy Kennedy,25,DET,AL,5,2,2,24.0,14,5,9,0,2,1.000,0,15,1,50,5.25,3.83,2.80,3.60,,,,,,,/4H5,,kennebu01
1177,Buddy Kennedy,25,PHI,NL,5,2,2,25.0,10,4,6,0,1,1.000,0,5,0,0,3.60,3.28,2.00,3.14,,,,,,,/H54D,,kennebu01
1178,Spencer Bivens,30,SFG,NL,27,2,0,48.2,13,6,7,0,1,1.000,,,1,4,2.40,1.37,0.48,1.34,,,,,,,1,,bivensp01
1179,Kyle Leahy,27,STL,NL,33,0,0,48.2,5,1,3,1,1,.800,,,0,0,0.74,1.37,0.12,1.34,,,,,,,1,,leahyky01
1180,Matt Moore,35,LAA,AL,51,0,0,48.1,7,1,6,0,0,1.000,,,0,0,1.30,1.30,0.14,1.29,,,,,,,1,,moorema02
1181,Zach Pop,27,TOR,AL,58,0,0,48.1,9,3,5,1,0,.889,,,-2,-8,1.49,1.30,0.14,1.29,,,,,,,1,,popza01
1182,Sam Haggerty,30,SEA,AL,7,5,3,48.0,8,6,1,1,0,.875,1,33,0,0,1.31,2.27,1.00,2.24,,,,,,,/7H9D,,haggesa01
1183,Joe Boyle,24,OAK,AL,13,10,0,47.2,4,1,2,1,0,.750,,,-2,-8,0.57,1.30,0.23,1.29,,,,,,,1,,boylejo01
1184,Christian Scott,25,NYM,NL,9,9,0,47.1,5,3,2,0,0,1.000,,,1,4,0.95,1.35,0.56,1.34,,,,,,,/1,,scottch01
1185,Caleb Thielbar,37,MIN,AL,59,0,0,47.1,7,1,5,1,0,.857,,,-1,-4,1.14,1.31,0.10,1.29,,,,,,,1,,thielca01
1186,Stephen Kolek,27,SDP,NL,42,0,0,46.2,9,1,8,0,0,1.000,,,0,0,1.74,1.37,0.21,1.34,,,,,,,1,,kolekst01
1187,Blake Treinen,36,LAD,NL,50,0,0,46.2,6,2,3,1,0,.833,,,-2,-9,0.96,1.37,0.10,1.34,,,,,,,1,,treinbl01
1188,Justin Wilson,36,CIN,NL,60,0,0,46.2,8,2,4,2,0,.750,,,0,0,1.16,1.37,0.10,1.34,,,,,,,1,,wilsoju10
1189,Trevor Megill,30,MIL,NL,48,0,0,46.1,5,2,3,0,1,1.000,,,-1,-4,0.97,1.36,0.10,1.34,,,,,,,1,,megiltr01
1190,Jason Delay,29,PIT,NL,6,5,4,46.0,44,42,2,0,0,1.000,1,26,0,0,8.61,9.06,7.33,8.93,0,2,1,1,50.0,0,/2DH,,delayja01
1191,Jordan Wicks,24,CHC,NL,11,10,0,46.0,4,0,4,0,1,1.000,,,-1,-4,0.78,1.37,0.36,1.34,,,,,,,1,,wicksjo01
1192,Brendon Little,27,TOR,AL,49,0,0,45.2,15,6,9,0,2,1.000,,,0,0,2.96,1.32,0.31,1.29,,,,,,,1,,littlbr02
1193,Shawn Dubin,28,HOU,AL,31,2,0,45.1,6,5,1,0,0,1.000,,,0,0,1.19,1.31,0.19,1.29,,,,,,,1,,dubinsh01
1194,Pete Fairbanks,30,TBR,AL,46,0,0,45.1,7,2,5,0,0,1.000,,,0,0,1.39,1.31,0.15,1.29,,,,,,,1,,fairbpe01
1195,Brant Hurter,25,DET,AL,10,1,0,45.1,4,3,1,0,0,1.000,,,-1,-4,0.79,1.31,0.40,1.29,,,,,,,1,,hurtebr01
1196,Drew Waters,25,KCR,AL,6,5,3,45.0,11,9,1,1,0,.909,0,0,0,0,2.00,2.28,1.67,2.23,,,,,,,/97H,,waterdr01
1197,Yohan Ramírez,29,4TM,2LG,38,0,0,45.0,9,3,4,2,0,.778,,,1,4,1.40,1.36,0.18,1.33,,,,,,,1,,ramiryo01
1198,Yohan Ramírez,29,2TM,NL,32,0,0,37.2,7,2,3,2,0,.714,,,0,0,1.19,1.36,0.16,1.34,,,,,,,1,,ramiryo01
1199,Yohan Ramírez,29,2TM,AL,6,0,0,7.1,2,1,1,0,0,1.000,,,1,27,2.45,1.35,0.33,1.30,,,,,,,/1,,ramiryo01
1200,Yohan Ramírez,29,NYM,NL,5,0,0,8.1,0,0,0,0,0,,,,0,0,0.00,1.40,0.00,1.34,,,,,,,/1,,ramiryo01
1201,Yohan Ramírez,29,BAL,AL,5,0,0,6.0,2,1,1,0,0,1.000,,,1,33,3.00,1.35,0.40,1.30,,,,,,,/1,,ramiryo01
1202,Yohan Ramírez,29,LAD,NL,27,0,0,29.1,7,2,3,2,0,.714,,,0,0,1.53,1.35,0.19,1.34,,,,,,,1,,ramiryo01
1203,Yohan Ramírez,29,BOS,AL,1,0,0,1.1,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,ramiryo01
1204,Chris Martin,38,BOS,AL,45,0,0,44.1,16,8,7,1,0,.938,,,0,0,3.05,1.30,0.33,1.29,,,,,,,1,,martich02
1205,Steven Matz,33,STL,NL,12,7,0,44.1,10,2,7,1,2,.900,,,1,5,1.83,1.36,0.75,1.34,,,,,,,1,,matzst01
1206,Drew Thorpe,23,CHW,AL,9,9,0,44.1,14,10,3,1,0,.929,,,-1,-5,2.64,1.30,1.44,1.29,,,,,,,/1,,thorpdr01
1207,Jhony Brito,26,SDP,NL,26,0,0,43.2,8,2,5,1,0,.875,,,-1,-5,1.44,1.36,0.27,1.34,,,,,,,1,,britojh01
1208,Jacob Latz,28,TEX,AL,46,0,0,43.2,5,2,3,0,0,1.000,,,-1,-5,1.03,1.32,0.11,1.29,,,,,,,1,,latzja01
1209,Daniel Lynch IV,27,KCR,AL,16,3,0,43.1,10,3,6,1,1,.900,,,0,0,1.87,1.31,0.56,1.29,,,,,,,1,,lynchda02
1210,Max Scherzer,39,TEX,AL,9,9,0,43.1,10,4,5,1,0,.900,,,0,0,1.87,1.31,1.00,1.29,,,,,,,/1,,scherma01
1211,Jonathan Hernández,27,2TM,AL,29,1,0,43.1,9,7,2,0,0,1.000,,,0,0,1.87,1.31,0.31,1.29,,,,,,,1,,hernajo02
1212,Jonathan Hernández,27,TEX,AL,26,1,0,41.0,8,7,1,0,0,1.000,,,0,0,1.76,1.32,0.31,1.29,,,,,,,1,,hernajo02
1213,Jonathan Hernández,27,SEA,AL,3,0,0,2.1,1,0,1,0,0,1.000,,,0,0,3.86,1.16,0.33,1.30,,,,,,,/1,,hernajo02
1214,DL Hall,25,MIL,NL,13,7,0,43.0,3,0,3,0,0,1.000,,,0,0,0.63,1.36,0.23,1.34,,,,,,,1,,halldl01
1215,Porter Hodge,23,CHC,NL,39,0,0,43.0,8,5,3,0,0,1.000,,,1,5,1.67,1.36,0.21,1.34,,,,,,,1,,hodgepo01
1216,Niko Kavadas,25,LAA,AL,5,5,5,43.0,48,47,1,0,2,1.000,1,22,0,0,10.05,8.04,9.60,7.92,,,,,,,D/3H,,kavadni01
1217,Harold Ramírez,29,TBR,AL,7,5,0,43.0,16,16,0,0,0,1.000,2,42,3,84,3.35,2.26,2.29,2.24,,,,,,,D/H97,,ramirha02
